AMI Meter ID,date,16335457,18762999,230156289,Residential,Total
3/21/21 0:00,3/21/21 0:30,104.192,28.649,46.68,67808.216,71482.267
3/21/21 0:30,3/21/21 1:00,104.848,28.578,51.6,67808.216,71395.502
3/21/21 1:00,3/21/21 1:30,106.16,29.929,55.29,68586.253,72266.724
3/21/21 1:30,3/21/21 2:00,104.192,29.488,50.37,68586.253,72069.14
3/21/21 2:00,3/21/21 2:30,104.192,28.645,52.83,71152.56,74632.641
3/21/21 2:30,3/21/21 3:00,104.192,28.467,57.75,71152.56,74498.207
3/21/21 3:00,3/21/21 3:30,105.504,28.777,58.98,75216.644,78479.523
3/21/21 3:30,3/21/21 4:00,104.848,28.644,58.98,75216.644,78356.666
3/21/21 4:00,3/21/21 4:30,104.192,28.982,56.52,79730.587,82826.263
3/21/21 4:30,3/21/21 5:00,104.848,29.074,58.98,79730.587,82951.917
3/21/21 5:00,3/21/21 5:30,105.504,29.012,66.33,86088.408,89383.22
3/21/21 5:30,3/21/21 6:00,104.848,29.728,68.79,86088.408,89559.291
3/21/21 6:00,3/21/21 6:30,106.816,29.819,60.21,92437.953,96042.403
3/21/21 6:30,3/21/21 7:00,108.128,29.283,66.33,92437.953,96380.106
3/21/21 7:00,3/21/21 7:30,108.784,28.658,68.79,100382.895,104231.389
3/21/21 7:30,3/21/21 8:00,109.44,28.554,70.02,100382.895,104310.242
3/21/21 8:00,3/21/21 8:30,108.128,28.698,61.44,107399.983,111312.973
3/21/21 8:30,3/21/21 9:00,107.472,29.032,65.1,107399.983,111284.583
3/21/21 9:00,3/21/21 9:30,107.472,29.502,52.83,103391.943,107230.291
3/21/21 9:30,3/21/21 10:00,106.816,29.467,46.68,103391.943,107526.887
3/21/21 10:00,3/21/21 10:30,106.816,29.445,46.68,89541.447,93586.403
3/21/21 10:30,3/21/21 11:00,106.816,29.983,45.45,89541.447,93660.234
3/21/21 11:00,3/21/21 11:30,106.816,30.116,44.22,76404.564,80418.078
3/21/21 11:30,3/21/21 12:00,106.16,29.616,39.3,76404.564,80413.466
3/21/21 12:00,3/21/21 12:30,106.816,29.4,35.61,68619.374,72557.423
3/21/21 12:30,3/21/21 13:00,106.16,28.486,34.38,68619.374,72730.545
3/21/21 13:00,3/21/21 13:30,106.16,28.795,35.61,62761.943,66954.298
3/21/21 13:30,3/21/21 14:00,106.816,28.205,31.92,62761.943,67188.133
3/21/21 14:00,3/21/21 14:30,105.504,28.644,30.72,58625.282,63173.033
3/21/21 14:30,3/21/21 15:00,105.504,28.091,25.8,58625.282,62913.154
3/21/21 15:00,3/21/21 15:30,106.16,29.214,30.72,56875.032,60957.58
3/21/21 15:30,3/21/21 16:00,106.16,28.679,29.49,56875.032,60808.24
3/21/21 16:00,3/21/21 16:30,106.16,28.938,24.57,57633.786,61709.606
3/21/21 16:30,3/21/21 17:00,106.816,30.01,24.57,57633.786,61589.567
3/21/21 17:00,3/21/21 17:30,106.16,29.338,27.03,59747.624,63700.347
3/21/21 17:30,3/21/21 18:00,106.16,29.763,29.49,59747.624,63393.612
3/21/21 18:00,3/21/21 18:30,106.816,29.255,24.57,61902.706,65416.422
3/21/21 18:30,3/21/21 19:00,106.16,29.244,24.57,61902.706,65494.593
3/21/21 19:00,3/21/21 19:30,106.816,29.425,28.26,65474.651,69100.401
3/21/21 19:30,3/21/21 20:00,106.816,29.111,25.8,65474.651,69149.856
3/21/21 20:00,3/21/21 20:30,106.16,29.291,29.49,71674.502,75481.748
3/21/21 20:30,3/21/21 21:00,107.472,29.514,29.49,71674.502,75393.33
3/21/21 21:00,3/21/21 21:30,106.816,29.865,30.72,70016.455,73644.092
3/21/21 21:30,3/21/21 22:00,108.128,30.088,29.49,70016.455,73554.606
3/21/21 22:00,3/21/21 22:30,107.472,30.11,31.92,63643.327,67163.544
3/21/21 22:30,3/21/21 23:00,106.816,29.911,27.03,63643.327,67075.463
3/21/21 23:00,3/21/21 23:30,107.472,30.274,33.15,56722.434,60244.094
3/21/21 23:30,3/22/21 0:00,106.816,29.395,35.61,56722.434,60197.5
3/22/21 0:00,3/22/21 0:30,107.472,29.125,36.84,51860.501,55399.755
3/22/21 0:30,3/22/21 1:00,108.784,28.602,39.3,51860.501,55281.395
3/22/21 1:00,3/22/21 1:30,107.472,28.623,41.76,49925.748,53313.62
3/22/21 1:30,3/22/21 2:00,107.472,28.531,40.53,49925.748,53203.636
3/22/21 2:00,3/22/21 2:30,107.472,29.209,38.07,51175.318,54495.403
3/22/21 2:30,3/22/21 3:00,106.816,28.693,46.68,51175.318,54413.538
3/22/21 3:00,3/22/21 3:30,107.472,29.103,42.99,53828.393,56927.198
3/22/21 3:30,3/22/21 4:00,108.784,29.374,46.68,53828.393,57013.1
3/22/21 4:00,3/22/21 4:30,106.816,28.528,47.91,58792.909,62061.84
3/22/21 4:30,3/22/21 5:00,108.128,28.403,45.45,58792.909,62198.953
3/22/21 5:00,3/22/21 5:30,107.472,28.668,47.91,66012.558,69586.873
3/22/21 5:30,3/22/21 6:00,107.472,28.691,49.14,66012.558,69752.967
3/22/21 6:00,3/22/21 6:30,147.456,29.014,47.91,76414.449,80534.537
3/22/21 6:30,3/22/21 7:00,152.688,29.092,52.83,76414.449,80865.805
3/22/21 7:00,3/22/21 7:30,152.032,28.506,47.91,84285.766,89028.898
3/22/21 7:30,3/22/21 8:00,152.032,28.574,54.06,84285.766,89183.089
3/22/21 8:00,3/22/21 8:30,152.032,28.561,52.83,84480.352,89344.918
3/22/21 8:30,3/22/21 9:00,152.032,28.555,51.6,84480.352,89418.291
3/22/21 9:00,3/22/21 9:30,151.376,24.768,52.83,75600.884,80717.818
3/22/21 9:30,3/22/21 10:00,150.72,24.96,55.29,75600.884,80598.11
3/22/21 10:00,3/22/21 10:30,151.376,25.152,42.99,65852.242,70888.734
3/22/21 10:30,3/22/21 11:00,150.72,26.342,40.53,65852.242,70913.256
3/22/21 11:00,3/22/21 11:30,150.72,27.13,40.53,58949.433,64003.939
3/22/21 11:30,3/22/21 12:00,150.72,25.939,42.99,58949.433,64235.506
3/22/21 12:00,3/22/21 12:30,150.72,25.555,40.53,54193.203,59463.848
3/22/21 12:30,3/22/21 13:00,151.376,25.344,31.92,54193.203,59463.714
3/22/21 13:00,3/22/21 13:30,150.064,25.555,34.38,50919.509,56252.428
3/22/21 13:30,3/22/21 14:00,85.184,25.555,30.72,50919.509,55598.253
3/22/21 14:00,3/22/21 14:30,51.104,25.555,28.26,48950.863,53634.57
3/22/21 14:30,3/22/21 15:00,101.568,26.918,27.03,48950.863,53577.206
3/22/21 15:00,3/22/21 15:30,101.568,27.706,25.8,49307.759,53932.721
3/22/21 15:30,3/22/21 16:00,102.224,27.917,30.72,49307.759,53846.462
3/22/21 16:00,3/22/21 16:30,101.568,27.13,30.72,51527.007,56063.125
3/22/21 16:30,3/22/21 17:00,102.224,26.342,25.8,51527.007,55702.476
3/22/21 17:00,3/22/21 17:30,102.224,25.747,22.11,56234.078,60253.665
3/22/21 17:30,3/22/21 18:00,102.224,25.747,24.57,56234.078,60277.432
3/22/21 18:00,3/22/21 18:30,101.568,24.96,23.34,60446.143,64574.662
3/22/21 18:30,3/22/21 19:00,101.568,24.768,20.88,60446.143,64335.454
3/22/21 19:00,3/22/21 19:30,102.224,24.96,22.11,64201.498,68220.755
3/22/21 19:30,3/22/21 20:00,102.88,24.768,27.03,64201.498,68260.06
3/22/21 20:00,3/22/21 20:30,102.88,24.576,24.57,69274.126,73366.992
3/22/21 20:30,3/22/21 21:00,102.88,24.96,24.57,69274.126,73277.847
3/22/21 21:00,3/22/21 21:30,102.88,25.939,24.57,66542.185,70548.322
3/22/21 21:30,3/22/21 22:00,102.88,26.534,23.34,66542.185,70436.258
3/22/21 22:00,3/22/21 22:30,102.88,26.342,27.03,59967.918,63997.511
3/22/21 22:30,3/22/21 23:00,103.536,24.96,31.92,59967.918,63827.561
3/22/21 23:00,3/22/21 23:30,104.192,24.365,29.49,51912.351,55815.656
3/22/21 23:30,3/23/21 0:00,103.536,23.981,28.26,51912.351,55698.371
3/23/21 0:00,3/23/21 0:30,102.88,23.789,28.26,45562.58,49450.921
3/23/21 0:30,3/23/21 1:00,102.88,23.981,27.03,45562.58,48979.076
3/23/21 1:00,3/23/21 1:30,103.536,23.981,30.72,44202.087,49206.641
3/23/21 1:30,3/23/21 2:00,103.536,23.981,35.61,44202.087,47619.761
3/23/21 2:00,3/23/21 2:30,102.88,24.365,29.49,43956.165,47447.483
3/23/21 2:30,3/23/21 3:00,104.192,24.173,34.38,43956.165,49095.284
3/23/21 3:00,3/23/21 3:30,103.536,25.555,29.49,45338.557,48572.952
3/23/21 3:30,3/23/21 4:00,102.88,24.768,34.38,45338.557,48531.462
3/23/21 4:00,3/23/21 4:30,103.536,24.365,38.07,46117.414,49450.319
3/23/21 4:30,3/23/21 5:00,102.88,23.789,34.38,46117.414,49481.191
3/23/21 5:00,3/23/21 5:30,102.88,23.386,38.07,50465.404,54054.794
3/23/21 5:30,3/23/21 6:00,103.536,23.578,31.92,50465.404,53880.019
3/23/21 6:00,3/23/21 6:30,104.192,29.178,33.15,58431.407,62585.922
3/23/21 6:30,3/23/21 7:00,102.88,28.985,36.84,58431.407,62791.26
3/23/21 7:00,3/23/21 7:30,102.88,29.653,35.61,63808.834,68352.557
3/23/21 7:30,3/23/21 8:00,102.88,28.679,39.3,63808.834,68240.135
3/23/21 8:00,3/23/21 8:30,102.88,28.308,42.99,64066.506,68717.198
3/23/21 8:30,3/23/21 9:00,102.88,28.017,40.53,64066.506,68588.075
3/23/21 9:00,3/23/21 9:30,102.224,23.789,45.45,62708.964,67412.324
3/23/21 9:30,3/23/21 10:00,102.88,23.194,47.91,62708.964,67029.753
3/23/21 10:00,3/23/21 10:30,103.536,23.002,40.53,59807.475,64375.116
3/23/21 10:30,3/23/21 11:00,102.88,22.214,38.07,59807.475,64338.47
3/23/21 11:00,3/23/21 11:30,102.224,22.214,41.76,56426.427,60848.021
3/23/21 11:30,3/23/21 12:00,102.224,23.002,31.92,56426.427,61033.333
3/23/21 12:00,3/23/21 12:30,100.912,23.789,31.92,51664.033,56452.599
3/23/21 12:30,3/23/21 13:00,101.568,24.365,36.84,51664.033,56504.413
3/23/21 13:00,3/23/21 13:30,101.568,25.939,31.92,48987.01,53598.699
3/23/21 13:30,3/23/21 14:00,101.568,26.534,29.49,48987.01,53661.397
3/23/21 14:00,3/23/21 14:30,101.568,26.534,25.8,47684.031,52356.523
3/23/21 14:30,3/23/21 15:00,102.224,24.365,23.34,47684.031,52193.378
3/23/21 15:00,3/23/21 15:30,101.568,23.789,27.03,48214.933,52535.555
3/23/21 15:30,3/23/21 16:00,102.224,22.79,23.34,48214.933,52553.701
3/23/21 16:00,3/23/21 16:30,100.912,22.79,22.11,52221.493,56673.388
3/23/21 16:30,3/23/21 17:00,102.224,23.002,27.03,52221.493,56463.08
3/23/21 17:00,3/23/21 17:30,102.224,22.79,31.92,58935.969,62971.406
3/23/21 17:30,3/23/21 18:00,102.224,23.002,27.03,58935.969,63138.645
3/23/21 18:00,3/23/21 18:30,102.224,24.768,23.34,63602.432,67897.606
3/23/21 18:30,3/23/21 19:00,102.88,24.365,22.11,63602.432,67642.625
3/23/21 19:00,3/23/21 19:30,102.224,25.747,23.34,66117.22,70246.384
3/23/21 19:30,3/23/21 20:00,102.88,24.768,25.8,66117.22,70289.457
3/23/21 20:00,3/23/21 20:30,102.224,23.578,27.03,69066.415,73192.695
3/23/21 20:30,3/23/21 21:00,102.88,23.194,24.57,69066.415,73308.721
3/23/21 21:00,3/23/21 21:30,102.88,23.578,27.03,66333.729,70348.939
3/23/21 21:30,3/23/21 22:00,103.536,23.789,27.03,66333.729,70240.266
3/23/21 22:00,3/23/21 22:30,104.192,23.981,23.34,59351.742,63337.718
3/23/21 22:30,3/23/21 23:00,105.504,23.981,33.15,59351.742,63124.368
3/23/21 23:00,3/23/21 23:30,107.472,23.981,31.92,51860.986,55820.423
3/23/21 23:30,3/24/21 0:00,106.16,24.365,28.26,51860.986,55759.344
3/24/21 0:00,3/24/21 0:30,107.472,24.768,31.92,45396.374,49444.032
3/24/21 0:30,3/24/21 1:00,106.16,25.555,25.8,45396.374,49073.048
3/24/21 1:00,3/24/21 1:30,107.472,24.365,29.49,42900.912,46613.839
3/24/21 1:30,3/24/21 2:00,106.816,23.194,33.15,42900.912,46271.577
3/24/21 2:00,3/24/21 2:30,107.472,28.682,28.26,42189.223,95427.374
3/24/21 2:30,3/24/21 3:00,107.472,28.225,30.72,42189.223,70163.593
3/24/21 3:00,3/24/21 3:30,106.816,28.574,29.49,42550.295,92170.221
3/24/21 3:30,3/24/21 4:00,106.816,29.122,29.49,42550.295,46105.462
3/24/21 4:00,3/24/21 4:30,106.816,28.882,34.38,44394.503,48117.176
3/24/21 4:30,3/24/21 5:00,106.816,28.953,33.15,44394.503,48571.505
3/24/21 5:00,3/24/21 5:30,106.816,29.268,30.72,48553.553,52378.092
3/24/21 5:30,3/24/21 6:00,106.16,29.363,34.38,48553.553,52322.554
3/24/21 6:00,3/24/21 6:30,107.472,29.627,30.72,55647.769,59925.601
3/24/21 6:30,3/24/21 7:00,107.472,29.327,33.15,55647.769,60319.794
3/24/21 7:00,3/24/21 7:30,106.16,29.303,34.38,60009.103,64789.071
3/24/21 7:30,3/24/21 8:00,106.816,29.184,33.15,60009.103,64859.754
3/24/21 8:00,3/24/21 8:30,106.816,28.785,36.84,60462.029,65482.583
3/24/21 8:30,3/24/21 9:00,106.16,28.749,34.38,60462.029,65378.917
3/24/21 9:00,3/24/21 9:30,106.16,29.744,38.07,58495.878,63563.695
3/24/21 9:30,3/24/21 10:00,106.16,29.608,39.3,58495.878,63594.507
3/24/21 10:00,3/24/21 10:30,105.504,29.266,34.38,54770.892,59845.362
3/24/21 10:30,3/24/21 11:00,104.848,29.494,30.72,54770.892,59877.006
3/24/21 11:00,3/24/21 11:30,105.504,29.814,29.49,51627.918,56245.97
3/24/21 11:30,3/24/21 12:00,105.504,29.151,30.72,51627.918,56111.518
3/24/21 12:00,3/24/21 12:30,105.504,28.54,28.26,49929.946,54278.457
3/24/21 12:30,3/24/21 13:00,106.16,27.21,25.8,49929.946,54274.691
3/24/21 13:00,3/24/21 13:30,105.504,25.152,25.8,48184.773,52585.226
3/24/21 13:30,3/24/21 14:00,105.504,25.152,25.8,48184.773,52891.281
3/24/21 14:00,3/24/21 14:30,142.208,25.939,23.34,47484.74,51972.332
3/24/21 14:30,3/24/21 15:00,150.72,26.131,22.11,47484.74,51995.917
3/24/21 15:00,3/24/21 15:30,151.376,26.342,20.88,48747.02,53060.468
3/24/21 15:30,3/24/21 16:00,150.72,28.301,20.88,48747.02,52675.659
3/24/21 16:00,3/24/21 16:30,150.72,27.514,22.11,52732.829,56699.311
3/24/21 16:30,3/24/21 17:00,150.72,26.534,23.34,52732.829,56949.362
3/24/21 17:00,3/24/21 17:30,150.72,25.939,20.88,58186.706,62348.244
3/24/21 17:30,3/24/21 18:00,139.584,25.344,18.42,58186.706,62313.747
3/24/21 18:00,3/24/21 18:30,105.504,24.768,18.42,61674.905,65576.841
3/24/21 18:30,3/24/21 19:00,106.16,24.768,18.42,61674.905,65538.869
3/24/21 19:00,3/24/21 19:30,106.16,24.768,18.42,63381.602,67232.726
3/24/21 19:30,3/24/21 20:00,106.16,24.768,18.42,63381.602,67187.919
3/24/21 20:00,3/24/21 20:30,106.16,24.576,19.65,67054.438,71113.529
3/24/21 20:30,3/24/21 21:00,106.816,24.576,20.88,67054.438,71163.262
3/24/21 21:00,3/24/21 21:30,106.16,24.768,19.65,65288.297,69164.042
3/24/21 21:30,3/24/21 22:00,104.848,23.981,22.11,65288.297,69017.348
3/24/21 22:00,3/24/21 22:30,102.224,23.578,20.88,57629.408,61442.536
3/24/21 22:30,3/24/21 23:00,102.224,23.386,22.11,57629.408,61462.281
3/24/21 23:00,3/24/21 23:30,102.224,23.578,20.88,48370.698,52115.435
3/24/21 23:30,3/25/21 0:00,102.224,23.578,20.88,48370.698,52121.905
3/25/21 0:00,3/25/21 0:30,110.752,24.173,27.03,41130.867,45034.085
3/25/21 0:30,3/25/21 1:00,151.376,24.576,23.34,41130.867,44878.828
3/25/21 1:00,3/25/21 1:30,114.032,25.555,23.34,37116.183,40559.691
3/25/21 1:30,3/25/21 2:00,102.88,24.365,20.88,37116.183,40490.284
3/25/21 2:00,3/25/21 2:30,103.536,23.578,23.34,35348.437,38771.445
3/25/21 2:30,3/25/21 3:00,102.224,23.194,27.03,35348.437,38801.261
3/25/21 3:00,3/25/21 3:30,102.88,22.79,24.57,35194.855,38687.789
3/25/21 3:30,3/25/21 4:00,102.224,23.386,20.88,35194.855,38652.012
3/25/21 4:00,3/25/21 4:30,102.224,23.194,25.8,36287.62,39829.824
3/25/21 4:30,3/25/21 5:00,102.88,23.578,23.34,36287.62,39795.638
3/25/21 5:00,3/25/21 5:30,102.224,23.789,27.03,39413.563,42994.122
3/25/21 5:30,3/25/21 6:00,102.224,25.555,27.03,39413.563,43247.839
3/25/21 6:00,3/25/21 6:30,102.224,25.344,22.11,46570.182,50843.65
3/25/21 6:30,3/25/21 7:00,103.536,24.768,25.8,46570.182,51268.608
3/25/21 7:00,3/25/21 7:30,102.224,23.578,25.8,50751.226,55577.765
3/25/21 7:30,3/25/21 8:00,102.224,23.578,27.03,50751.226,55779.12
3/25/21 8:00,3/25/21 8:30,101.568,23.981,34.38,52444.667,57516.465
3/25/21 8:30,3/25/21 9:00,101.568,24.173,29.49,52444.667,57446.925
3/25/21 9:00,3/25/21 9:30,102.88,24.96,33.15,53643.668,58342.464
3/25/21 9:30,3/25/21 10:00,101.568,25.152,35.61,53643.668,58185.959
3/25/21 10:00,3/25/21 10:30,87.152,28.641,36.84,55862.586,60373.055
3/25/21 10:30,3/25/21 11:00,10.48,28.906,34.38,55862.586,60384.47
3/25/21 11:00,3/25/21 11:30,96.992,27.669,36.84,57033.889,61581.704
3/25/21 11:30,3/25/21 12:00,106.816,27.907,34.38,57033.889,61213.323
3/25/21 12:00,3/25/21 12:30,148.752,27.09,34.38,57316.675,61580.972
3/25/21 12:30,3/25/21 13:00,149.408,26.944,35.61,57316.675,61450.465
3/25/21 13:00,3/25/21 13:30,148.752,24.768,30.72,56829.419,60957.536
3/25/21 13:30,3/25/21 14:00,150.064,24.768,31.92,56829.419,60774.765
3/25/21 14:00,3/25/21 14:30,149.408,25.344,28.26,54901.084,58702.746
3/25/21 14:30,3/25/21 15:00,148.752,25.344,25.8,54901.084,58506.78
3/25/21 15:00,3/25/21 15:30,148.752,26.131,29.49,55846.986,59334.016
3/25/21 15:30,3/25/21 16:00,150.064,26.918,27.03,55846.986,59626.154
3/25/21 16:00,3/25/21 16:30,149.408,27.514,22.11,59880.575,63247.718
3/25/21 16:30,3/25/21 17:00,149.408,26.342,24.57,59880.575,63418.839
3/25/21 17:00,3/25/21 17:30,125.824,24.768,23.34,65705.626,69246.886
3/25/21 17:30,3/25/21 18:00,102.88,24.365,23.34,65705.626,69254.284
3/25/21 18:00,3/25/21 18:30,103.536,25.152,27.03,65107.968,68977.213
3/25/21 18:30,3/25/21 19:00,102.88,24.365,23.34,65107.968,68691.334
3/25/21 19:00,3/25/21 19:30,102.88,24.768,25.8,63386.135,67388.148
3/25/21 19:30,3/25/21 20:00,102.88,24.768,24.57,63386.135,67446.266
3/25/21 20:00,3/25/21 20:30,102.88,24.768,23.34,62381.575,66146.413
3/25/21 20:30,3/25/21 21:00,102.88,24.576,25.8,62381.575,66092.083
3/25/21 21:00,3/25/21 21:30,103.536,24.576,25.8,58879.665,62570.987
3/25/21 21:30,3/25/21 22:00,103.536,24.96,22.11,58879.665,62530.73
3/25/21 22:00,3/25/21 22:30,103.536,25.747,23.34,52001.092,55610.234
3/25/21 22:30,3/25/21 23:00,103.536,25.939,27.03,52001.092,55564.236
3/25/21 23:00,3/25/21 23:30,103.536,26.342,20.88,45552.524,49002.296
3/25/21 23:30,3/26/21 0:00,103.536,24.96,23.34,45552.524,49027.433
3/26/21 0:00,3/26/21 0:30,103.536,24.173,24.57,40104.603,43492.386
3/26/21 0:30,3/26/21 1:00,104.192,24.96,20.88,40104.603,43525.82
3/26/21 1:00,3/26/21 1:30,103.536,23.981,25.8,36750.542,40008.756
3/26/21 1:30,3/26/21 2:00,104.192,24.173,24.57,36750.542,39984.485
3/26/21 2:00,3/26/21 2:30,104.192,27.731,25.8,34618.544,37888.493
3/26/21 2:30,3/26/21 3:00,104.192,28.134,25.8,34618.544,38260.249
3/26/21 3:00,3/26/21 3:30,104.848,27.729,28.26,34787.847,37993.373
3/26/21 3:30,3/26/21 4:00,104.192,28.118,27.03,34787.847,37916.88
3/26/21 4:00,3/26/21 4:30,104.192,28.278,31.92,35595.641,38652.834
3/26/21 4:30,3/26/21 5:00,104.848,29.092,28.26,35595.641,38853.539
3/26/21 5:00,3/26/21 5:30,104.848,29.588,29.49,39424.235,42834.637
3/26/21 5:30,3/26/21 6:00,104.192,28.928,30.72,39424.235,42875.573
3/26/21 6:00,3/26/21 6:30,105.504,29.107,31.92,46141.821,50385.751
3/26/21 6:30,3/26/21 7:00,105.504,28.226,36.84,46141.821,50315.445
3/26/21 7:00,3/26/21 7:30,105.504,28.581,34.38,53208.454,57529.779
3/26/21 7:30,3/26/21 8:00,104.848,28.066,36.84,53208.454,57360.287
3/26/21 8:00,3/26/21 8:30,104.192,28.629,36.84,56057.773,60269.295
3/26/21 8:30,3/26/21 9:00,103.536,28.093,36.84,56057.773,60431.339
3/26/21 9:00,3/26/21 9:30,69.456,26.726,44.22,54713.167,58967.439
3/26/21 9:30,3/26/21 10:00,55.04,26.131,35.61,54713.167,59012.038
3/26/21 10:00,3/26/21 10:30,54.384,25.939,31.92,52427.811,56845.1
3/26/21 10:30,3/26/21 11:00,55.04,26.131,28.26,52427.811,56858.782
3/26/21 11:00,3/26/21 11:30,54.384,26.534,29.49,50998.962,55374.18
3/26/21 11:30,3/26/21 12:00,55.04,26.534,28.26,50998.962,55404.351
3/26/21 12:00,3/26/21 12:30,54.384,27.13,27.03,50694.6,54911.058
3/26/21 12:30,3/26/21 13:00,54.384,27.13,24.57,50694.6,54908.526
3/26/21 13:00,3/26/21 13:30,55.04,27.13,24.57,50334.99,54600.038
3/26/21 13:30,3/26/21 14:00,64.224,27.322,20.88,50334.99,54381.49
3/26/21 14:00,3/26/21 14:30,104.192,27.322,24.57,50911.132,54949.317
3/26/21 14:30,3/26/21 15:00,104.192,27.706,22.11,50911.132,54863.534
3/26/21 15:00,3/26/21 15:30,104.192,28.896,22.11,53097.348,56872.176
3/26/21 15:30,3/26/21 16:00,104.192,27.917,20.88,53097.348,57335.95
3/26/21 16:00,3/26/21 16:30,103.536,27.322,22.11,56533.552,61121.378
3/26/21 16:30,3/26/21 17:00,104.192,26.726,19.65,56533.552,60491.832
3/26/21 17:00,3/26/21 17:30,104.192,27.706,23.34,60923.785,64690.407
3/26/21 17:30,3/26/21 18:00,104.192,28.493,18.42,60923.785,64658.11
3/26/21 18:00,3/26/21 18:30,104.192,27.917,18.42,62981.172,66459.689
3/26/21 18:30,3/26/21 19:00,104.192,26.726,18.42,62981.172,66337.905
3/26/21 19:00,3/26/21 19:30,104.192,25.939,18.42,62238.179,65609.914
3/26/21 19:30,3/26/21 20:00,104.192,25.747,20.88,62238.179,65768.417
3/26/21 20:00,3/26/21 20:30,104.848,25.344,18.42,61901.455,65567.813
3/26/21 20:30,3/26/21 21:00,105.504,25.344,22.11,61901.455,65650.013
3/26/21 21:00,3/26/21 21:30,104.848,25.152,20.88,60018.507,63703.93
3/26/21 21:30,3/26/21 22:00,104.848,25.152,18.42,60018.507,63725.189
3/26/21 22:00,3/26/21 22:30,104.848,25.344,22.11,54721.427,58361.529
3/26/21 22:30,3/26/21 23:00,105.504,25.555,23.34,54721.427,58384.569
3/26/21 23:00,3/26/21 23:30,105.504,26.342,20.88,48072.389,51647.653
3/26/21 23:30,3/27/21 0:00,104.848,26.534,22.11,48072.389,51478.422
3/27/21 0:00,3/27/21 0:30,106.16,26.534,25.8,42969.223,46280.321
3/27/21 0:30,3/27/21 1:00,106.16,25.555,27.03,42969.223,46139.769
3/27/21 1:00,3/27/21 1:30,104.848,25.152,25.8,39742.823,42984.156
3/27/21 1:30,3/27/21 2:00,105.504,25.152,28.26,39742.823,42895.627
3/27/21 2:00,3/27/21 2:30,104.848,25.344,24.57,38318.632,41525.103
3/27/21 2:30,3/27/21 3:00,104.192,25.344,31.92,38318.632,41489.93
3/27/21 3:00,3/27/21 3:30,104.848,25.344,31.92,38485.711,41417.545
3/27/21 3:30,3/27/21 4:00,104.848,25.344,35.61,38485.711,41491.052
3/27/21 4:00,3/27/21 4:30,106.816,25.555,31.92,39767.426,42753.515
3/27/21 4:30,3/27/21 5:00,104.848,27.13,33.15,39767.426,42761.367
3/27/21 5:00,3/27/21 5:30,104.848,26.918,35.61,41390.271,44488.201
3/27/21 5:30,3/27/21 6:00,104.848,26.726,33.15,41390.271,44983.465
3/27/21 6:00,3/27/21 6:30,104.848,25.344,30.72,45691.264,49275.708
3/27/21 6:30,3/27/21 7:00,104.848,25.555,28.26,45691.264,49576.775
3/27/21 7:00,3/27/21 7:30,104.848,25.555,33.15,51016.885,54857.897
3/27/21 7:30,3/27/21 8:00,104.848,25.555,29.49,51016.885,54738.215
3/27/21 8:00,3/27/21 8:30,104.848,25.747,29.49,58377.384,62189.686
3/27/21 8:30,3/27/21 9:00,105.504,25.555,27.03,58377.384,62233.914
3/27/21 9:00,3/27/21 9:30,104.192,25.747,34.38,62353.565,66314.839
3/27/21 9:30,3/27/21 10:00,104.192,26.534,33.15,62353.565,66402.923
3/27/21 10:00,3/27/21 10:30,113.376,26.918,33.15,64473.286,68509.643
3/27/21 10:30,3/27/21 11:00,107.472,27.514,28.26,64473.286,68408.064
3/27/21 11:00,3/27/21 11:30,107.472,26.342,28.26,65454.354,69303.773
3/27/21 11:30,3/27/21 12:00,107.472,25.555,28.26,65454.354,69196.964
3/27/21 12:00,3/27/21 12:30,106.816,25.747,25.8,64471.558,68184.271
3/27/21 12:30,3/27/21 13:00,110.096,26.131,22.11,64471.558,68703.12
3/27/21 13:00,3/27/21 13:30,104.192,25.555,25.8,62742.738,66545.473
3/27/21 13:30,3/27/21 14:00,103.536,26.131,29.49,62742.738,66490.41
3/27/21 14:00,3/27/21 14:30,103.536,26.131,27.03,62085.587,65820.724
3/27/21 14:30,3/27/21 15:00,104.192,26.342,27.03,62085.587,65707.674
3/27/21 15:00,3/27/21 15:30,110.096,27.514,23.34,61484.201,64773.031
3/27/21 15:30,3/27/21 16:00,107.472,27.514,30.72,61484.201,64835.547
3/27/21 16:00,3/27/21 16:30,112.064,26.918,30.72,62482.891,65847.894
3/27/21 16:30,3/27/21 17:00,106.16,25.939,28.26,62482.891,65742.617
3/27/21 17:00,3/27/21 17:30,105.504,25.344,31.92,63481.768,66654.932
3/27/21 17:30,3/27/21 18:00,105.504,26.131,27.03,63481.768,66692.989
3/27/21 18:00,3/27/21 18:30,105.504,26.131,29.49,64025.829,67502.656
3/27/21 18:30,3/27/21 19:00,106.16,25.344,31.92,64025.829,67588.549
3/27/21 19:00,3/27/21 19:30,105.504,25.939,27.03,64916.143,68388.108
3/27/21 19:30,3/27/21 20:00,106.16,25.344,28.26,64916.143,68303.101
3/27/21 20:00,3/27/21 20:30,105.504,25.747,29.49,65256.372,68863.08
3/27/21 20:30,3/27/21 21:00,106.16,26.726,31.92,65256.372,68764.591
3/27/21 21:00,3/27/21 21:30,105.504,26.726,31.92,62268.586,65616.656
3/27/21 21:30,3/27/21 22:00,106.16,26.342,33.15,62268.586,65568.154
